date;open;close;tickvol
2019.01.02;74.6100;72.9400;7411
2019.01.03;72.9400;72.7500;7356
2019.01.04;72.3200;73.4200;6250
2019.01.07;72.8500;73.0400;8381
2019.01.08;72.9200;73.9300;8280
2019.01.09;73.7400;73.3600;9098
2019.01.10;73.5400;74.7100;5760
2019.01.11;74.7600;74.4200;5733
2019.01.14;74.0900;73.7800;7099
2019.01.15;73.8100;75.3800;6361
2019.01.16;74.9900;75.7100;8779
2019.01.17;75.7500;76.0100;4717
2019.01.18;76.3900;76.0800;4601
2019.01.22;76.2300;76.3900;4669
2019.01.23;76.2500;77.0400;6605
2019.01.24;77.1000;77.7400;6164
2019.01.25;77.1600;76.7800;8524
2019.01.28;76.7600;76.8600;6432
2019.01.29;77.0400;76.9600;6154
2019.01.30;76.6100;77.1800;6659
2019.01.31;77.2500;79.1400;11598
2019.02.01;79.1200;79.0800;8485
2019.02.04;78.6300;79.4700;7062
2019.02.05;79.3700;79.0100;5821
2019.02.06;78.8200;79.2000;3617
2019.02.07;78.5300;79.4500;4838
2019.02.08;79.1400;80.0300;5475
2019.02.11;79.8000;80.1200;5387
2019.02.12;80.2000;80.3000;6624
2019.02.13;80.0800;79.5500;8816
2019.02.14;79.7900;79.3500;5944
2019.02.15;79.6500;79.2700;7696
2019.02.19;79.4800;80.0700;6176
2019.02.20;79.8300;80.5400;6001
2019.02.21;80.2000;81.1500;6581
2019.02.22;81.2700;81.7300;5632
2019.02.25;81.5900;80.7800;10427
2019.02.26;80.9600;80.4300;5910
2019.02.27;80.1000;80.6300;5078
2019.02.28;80.7000;81.1400;5809
2019.03.01;81.1100;81.4100;9086
2019.03.04;81.7000;81.4100;8357
2019.03.05;81.3100;81.0200;7047
2019.03.06;81.1400;81.2700;5202
2019.03.07;81.6600;81.4600;5537
2019.03.08;81.6900;81.9500;4796
2019.03.11;82.4600;82.5800;4490
2019.03.12;82.9000;83.1100;5443
2019.03.13;83.0500;83.1800;4004
2019.03.14;83.2500;83.1000;6497
2019.03.15;83.7000;83.8100;8520
2019.03.18;83.6100;83.4800;5619
2019.03.19;82.8000;82.5600;8273
2019.03.20;82.6900;82.8700;7366
2019.03.21;83.6300;84.0900;7445
2019.03.22;84.9600;85.1400;8358
2019.03.25;85.1500;85.3200;5067
2019.03.26;85.7400;85.9800;5310
2019.03.27;85.5300;85.2300;7144
2019.03.28;84.8700;83.7900;9315
2019.03.29;83.6600;83.7500;10859
2019.04.01;83.9000;82.8000;11774
2019.04.02;83.2500;83.0800;10034
2019.04.03;82.9600;82.9200;7070
2019.04.04;83.2600;82.6400;6531
2019.04.05;82.8200;83.5600;7432
2019.04.08;83.3800;83.1700;8678
2019.04.09;83.0800;83.6000;6511
2019.04.10;83.9000;83.3700;6539
2019.04.11;83.4000;83.9500;7159
2019.04.12;83.5300;84.1600;5758
2019.04.15;84.1500;84.2500;5930
2019.04.16;84.0500;83.0400;5631
2019.04.17;83.1000;83.2100;5842
2019.04.18;83.0300;83.0000;6196
2019.04.22;82.9300;82.9400;6188
2019.04.23;82.9500;83.5800;7700
2019.04.24;83.6800;84.0400;7651
2019.04.25;83.5200;84.8200;7915
2019.04.26;85.5600;84.7300;5919
2019.04.29;84.4400;84.0600;4660
2019.04.30;84.0600;85.5300;8008
2019.05.01;85.1600;84.9500;6123
2019.05.02;84.8300;84.7000;5276
2019.05.03;84.8600;85.4400;3864
2019.05.06;85.5400;84.8300;6325
2019.05.07;84.9700;84.6500;4741
