date;open;close;tickvol
2019.01.02;32.0600;33.4900;30520
2019.01.03;32.8000;31.5300;58634
2019.01.04;32.2300;33.7100;42354
2019.01.07;33.7600;34.3100;29744
2019.01.08;34.6300;32.9100;35748
2019.01.09;33.3300;34.3000;35321
2019.01.10;34.0700;34.7600;20288
2019.01.11;34.4200;34.7900;17360
2019.01.14;34.3000;33.8400;23350
2019.01.15;34.0800;33.7600;21469
2019.01.16;33.7600;33.6400;19720
2019.01.17;33.5300;34.5500;27938
2019.01.18;34.8500;35.7100;30822
2019.01.22;35.3300;34.4400;25098
2019.01.23;34.7500;34.3000;28703
2019.01.24;36.1600;37.8200;60118
2019.01.25;38.4000;39.1900;46164
2019.01.28;37.6100;38.6900;39368
2019.01.29;39.2800;38.2000;26437
2019.01.30;38.6100;39.6100;38215
2019.01.31;39.3200;39.0700;31874
2019.02.01;39.1800;39.3200;35557
2019.02.04;39.3000;38.9100;37405
2019.02.05;38.8500;39.1300;39036
2019.02.06;39.3400;40.2800;61379
2019.02.07;39.7600;39.9300;43373
2019.02.08;39.3200;39.8000;35915
2019.02.11;39.9600;39.9100;29814
2019.02.12;40.4000;40.6900;26901
2019.02.13;40.9500;40.8500;26873
2019.02.14;40.6800;40.7100;40735
2019.02.15;40.0000;39.1000;62187
2019.02.19;39.0100;39.3000;40974
2019.02.20;39.1600;39.0100;31275
2019.02.21;38.9300;38.8400;21446
2019.02.22;38.9400;39.4300;23428
2019.02.25;39.9100;39.6600;20343
2019.02.26;39.5400;39.5800;17107
2019.02.27;39.3100;38.8000;25278
2019.02.28;38.5000;38.3400;26448
2019.03.01;38.7100;38.5700;23024
2019.03.04;38.9400;39.0900;61543
2019.03.05;39.1100;38.9400;32611
2019.03.06;38.8800;38.0700;34214
2019.03.07;37.8800;37.5700;30679
2019.03.08;36.8400;37.7400;24706
2019.03.11;38.3700;38.5100;20261
2019.03.12;38.6000;38.7100;14387
2019.03.13;38.6600;38.6400;15836
2019.03.14;39.4300;38.9300;18741
2019.03.15;40.7100;40.4200;27934
2019.03.18;40.4300;40.0000;16087
2019.03.19;40.5900;40.3700;16703
2019.03.20;39.8900;39.3900;17136
2019.03.21;41.1100;41.3900;29434
2019.03.22;40.7600;39.8600;23337
2019.03.25;39.4000;39.5000;13461
2019.03.26;40.0100;39.7300;16146
2019.03.27;39.5700;38.8300;20224
2019.03.28;38.8800;38.5100;21198
2019.03.29;39.5300;39.6600;18637
2019.04.01;40.3000;41.1400;28505
2019.04.02;41.1200;41.0100;25826
2019.04.03;41.6500;42.4400;41218
2019.04.04;42.0600;42.6200;24832
2019.04.05;42.9800;43.0400;22810
2019.04.08;42.9300;42.9100;21115
2019.04.09;42.5700;42.0200;24992
2019.04.10;41.9200;42.1900;18084
2019.04.11;42.3600;42.4800;22026
2019.04.12;42.9700;42.9900;12578
2019.04.15;42.8000;42.7100;16374
2019.04.16;43.0300;43.7200;26302
2019.04.17;44.4400;43.8900;26621
2019.04.18;44.0100;43.9500;16031
2019.04.22;43.8600;43.7900;14625
2019.04.23;43.8700;43.8300;15649
2019.04.24;43.9100;44.4700;27741
2019.04.25;45.1700;44.4400;31162
2019.04.26;43.6000;44.6600;24367
2019.04.29;44.5800;44.2300;16807
2019.04.30;44.1700;44.0700;28767
2019.05.01;44.0800;43.4000;34520
2019.05.02;43.2300;43.7000;38602
2019.05.03;44.0000;43.9600;24540
2019.05.06;42.4500;43.1300;37403
2019.05.07;42.2300;42.0600;29085
2019.05.08;41.8200;41.5800;22111
2019.05.09;40.8000;40.9400;36581
2019.05.10;40.7900;40.8100;26678
2019.05.13;39.2500;39.0700;33903
2019.05.14;39.6200;40.0000;23807
2019.05.15;40.4300;41.5200;31907
2019.05.16;41.3300;41.6600;31275
2019.05.17;43.3900;42.7200;54371
2019.05.20;41.8300;40.3600;61604
2019.05.21;41.1800;41.2900;22864
2019.05.22;40.7500;40.5000;18272
2019.05.23;39.6500;39.9400;22342
2019.05.24;40.2900;39.4900;28795
2019.05.28;39.8900;39.0000;28912
2019.05.29;38.6200;39.3700;31211
2019.05.30;39.4000;39.7500;23526
2019.05.31;39.1900;38.6800;23353
2019.06.03;38.9900;38.7800;23671
2019.06.04;39.5200;40.4200;42335
2019.06.05;40.8400;40.5800;34932
2019.06.06;40.5400;41.4100;25096
2019.06.07;41.6500;41.5000;20689
2019.06.10;41.9300;43.1500;28324
2019.06.11;43.9200;43.7500;32134
2019.06.12;42.6500;41.4800;28564
2019.06.13;41.6000;41.6800;20779
2019.06.14;40.9000;41.2400;23017
2019.06.17;41.1400;40.4900;30097
2019.06.18;40.9700;42.3200;31323
2019.06.19;42.5900;42.5500;23178
2019.06.20;43.7200;43.2200;26189
2019.06.21;42.9000;42.9500;27687
2019.06.24;42.9100;42.3400;34455
2019.06.25;42.3000;41.9700;27872
2019.06.26;43.0300;43.5900;26534
2019.06.27;43.8500;44.7100;23621
2019.06.28;45.1300;44.9300;24091
2019.07.01;46.6500;45.6800;29223
2019.07.02;45.1400;44.6700;36113
2019.07.03;44.4900;44.6900;16084
2019.07.05;44.2400;43.9900;19459
2019.07.08;43.2000;43.4500;29274
2019.07.09;43.1600;43.9600;35578
2019.07.10;44.4500;44.7100;19457
2019.07.11;44.9900;45.2600;20859
2019.07.12;45.3700;46.5100;22724
2019.07.15;46.8900;46.2900;18898
2019.07.16;46.0100;46.0000;17636
2019.07.17;46.2200;46.2200;20478
2019.07.18;46.4600;48.1800;35607
2019.07.19;48.1400;47.8000;23300
2019.07.22;49.3200;50.7300;51269
2019.07.23;50.7000;51.0300;26314
2019.07.24;50.9800;52.1600;26334
2019.07.25;51.7000;50.8200;22781
2019.07.26;50.9400;50.7400;16726
2019.07.29;50.4900;50.6800;11620
2019.07.30;50.0800;50.7500;11931
2019.07.31;50.4800;49.3600;21474
2019.08.01;49.4400;48.4700;33688
2019.08.02;48.0400;47.5800;25606
2019.08.05;46.1400;45.4600;30599
2019.08.06;46.3800;46.3200;20699
2019.08.07;46.0000;46.6700;22442
2019.08.08;47.0600;47.8600;17323
2019.08.09;47.3700;47.1500;14525
2019.08.12;46.9800;46.4500;19654
2019.08.13;46.4000;48.0400;25348
2019.08.14;46.9300;46.7000;21258
2019.08.15;47.0000;47.1600;24554
2019.08.16;45.8400;46.6200;47658
2019.08.19;47.5800;47.1000;26604
2019.08.20;46.9000;46.7400;23485
2019.08.21;47.0800;46.8400;17400
2019.08.22;47.0700;47.0400;11410
