date;open;close;tickvol
2019.01.02;44.5900;45.5000;10786
2019.01.03;45.3700;44.3700;11444
2019.01.04;45.0200;44.9200;13744
2019.01.07;44.8900;45.1600;9075
2019.01.08;45.5100;45.3100;9974
2019.01.09;45.4900;45.2000;14206
2019.01.10;45.2600;45.7800;8389
2019.01.11;45.7200;45.6900;7125
2019.01.14;45.4400;45.9400;8086
2019.01.15;45.8500;46.4000;8899
2019.01.16;46.7500;46.8000;9470
2019.01.17;46.6000;47.3100;8445
2019.01.18;47.5600;47.7100;10517
2019.01.22;47.5900;47.4000;9118
2019.01.23;47.7500;47.6400;7382
2019.01.24;47.4600;47.3400;7201
2019.01.25;47.7300;47.5600;6448
2019.01.28;47.4000;47.3500;7345
2019.01.29;47.3400;47.1200;7448
2019.01.30;47.1600;47.3800;13146
2019.01.31;47.0700;47.9500;15151
2019.02.01;47.8000;47.9400;13384
2019.02.04;48.1600;48.0200;10002
2019.02.05;47.9700;48.2200;9633
2019.02.06;48.1500;48.4100;9234
2019.02.07;48.1000;48.4500;8013
2019.02.08;48.2000;48.1900;6539
2019.02.11;48.3100;48.2700;7656
2019.02.12;48.4900;48.9500;5557
2019.02.13;48.9700;49.0100;5483
2019.02.14;48.6300;48.6200;6893
2019.02.15;49.1300;49.2900;7361
2019.02.19;48.9300;49.0100;6734
2019.02.20;49.0000;49.1500;8204
2019.02.21;49.1500;48.9000;6437
2019.02.22;49.0200;48.7500;9125
2019.02.25;48.9600;48.9700;7971
2019.02.26;48.8800;48.9100;6892
2019.02.27;48.8200;49.0000;6555
2019.02.28;49.0000;49.1400;8811
2019.03.01;49.4100;49.1800;9693
2019.03.04;49.2100;49.0600;7323
2019.03.05;49.1200;49.1500;6625
2019.03.06;49.0900;48.9600;7168
2019.03.07;48.8000;48.6300;8365
2019.03.08;48.3500;48.5500;5836
2019.03.11;48.9700;49.0700;4799
2019.03.12;49.2500;49.1600;5258
2019.03.13;49.3800;49.3900;4685
2019.03.14;49.3800;49.7000;5624
2019.03.15;49.6800;49.9500;9557
2019.03.18;50.2300;50.2500;5611
2019.03.19;50.5700;50.1000;4571
2019.03.20;50.1900;49.4600;7912
2019.03.21;49.4900;49.9700;4573
2019.03.22;49.7800;49.4600;8164
2019.03.25;49.4600;49.5200;5297
2019.03.26;49.7600;49.8300;6221
2019.03.27;49.9800;49.8200;5216
2019.03.28;49.7700;49.7000;4464
2019.03.29;49.8800;50.0000;8162
2019.04.01;50.3100;49.8700;12906
2019.04.02;49.7800;49.2500;13728
2019.04.03;49.5500;48.7700;16798
2019.04.04;48.8500;48.7800;8247
2019.04.05;48.9700;49.0100;8260
2019.04.08;49.1200;49.1300;11244
2019.04.09;49.0600;49.0400;9662
2019.04.10;48.9300;49.2200;7046
2019.04.11;49.3600;49.3800;8579
2019.04.12;49.7900;49.5100;9413
2019.04.15;49.5600;48.9500;8519
2019.04.16;49.0000;49.6000;9443
2019.04.17;49.7600;49.0400;10429
2019.04.18;48.9800;48.8200;8121
2019.04.22;48.6800;48.5800;6514
2019.04.23;48.6500;48.9100;9227
2019.04.24;48.8100;48.8800;5890
2019.04.25;48.6600;49.1200;9247
2019.04.26;49.4100;49.5200;9774
2019.04.29;49.7000;49.7000;7857
2019.04.30;49.7900;50.3800;8881
2019.05.01;50.5100;50.2100;11042
2019.05.02;50.1500;50.2700;5899
