date;open;close;tickvol
2019.01.02;84.3700;85.9200;6504
2019.01.03;82.8400;80.7300;12582
2019.01.04;81.2500;82.7000;10204
2019.01.07;82.5500;83.1800;8068
2019.01.08;84.3200;85.2600;12181
2019.01.09;85.9800;87.4000;10683
2019.01.10;86.8500;88.6100;5917
2019.01.11;88.1200;90.0600;9155
2019.01.14;88.7600;87.5000;7246
2019.01.15;87.9700;87.6000;6589
2019.01.16;87.3000;87.0000;5070
2019.01.17;86.3800;88.8200;8426
2019.01.18;89.4400;91.3600;10350
2019.01.22;90.6700;89.1300;7401
2019.01.23;89.4600;88.8700;4664
2019.01.24;90.5900;94.7500;16569
2019.01.25;95.4100;97.6700;13614
2019.01.28;94.8700;97.3500;7090
2019.01.29;98.0700;97.0100;6431
2019.01.30;97.6100;99.0200;7529
2019.01.31;98.4700;98.8600;8328
2019.02.01;99.0000;100.5500;10335
2019.02.04;100.4700;99.7000;9400
2019.02.05;99.5100;100.3900;6402
2019.02.06;101.0500;102.4100;11513
2019.02.07;101.2700;100.6100;10756
2019.02.08;99.1400;100.7400;8478
2019.02.11;102.4300;101.7400;7031
2019.02.12;103.2000;104.0600;12290
2019.02.13;104.2400;104.4300;7670
2019.02.14;104.2200;104.4800;11152
2019.02.15;105.0900;105.7800;7338
2019.02.19;105.5500;104.2300;12722
2019.02.20;105.0100;106.8100;15800
2019.02.21;106.5600;105.2900;8506
2019.02.22;106.0000;105.9100;7423
2019.02.25;106.9000;107.8900;12702
2019.02.26;107.4300;107.1700;6325
2019.02.27;106.0000;105.9300;8323
2019.02.28;105.1100;106.9600;7034
2019.03.01;107.8900;108.4500;8580
2019.03.04;109.2800;108.6800;7842
2019.03.05;108.6600;108.2300;6347
2019.03.06;108.3600;106.7700;6103
2019.03.07;106.2700;105.6800;6389
2019.03.08;104.7300;105.4000;14535
2019.03.11;106.7100;107.6800;6854
2019.03.12;107.4200;107.9100;6256
2019.03.13;108.1100;108.0800;4047
2019.03.14;107.4900;108.2500;5152
2019.03.15;110.2700;109.3900;5985
2019.03.18;109.7500;109.1500;5218
2019.03.19;109.4900;109.9500;4573
2019.03.20;109.3100;108.6100;5768
2019.03.21;110.3000;110.1800;7742
2019.03.22;109.1900;107.6100;5158
2019.03.25;105.0200;105.2500;6133
2019.03.26;106.2600;107.1000;7345
2019.03.27;105.8200;104.9600;5983
2019.03.28;104.9500;104.0700;6484
2019.03.29;105.4400;105.2700;5584
2019.04.01;106.5200;108.2700;10716
2019.04.02;108.3700;108.1100;5386
2019.04.03;109.1900;109.8500;6677
2019.04.04;109.1400;110.5500;5810
2019.04.05;110.8400;111.4600;5020
2019.04.08;111.0300;111.7300;6913
2019.04.09;111.2800;110.5000;6000
2019.04.10;110.1000;112.0900;5799
2019.04.11;112.0300;111.8200;5828
2019.04.12;112.4700;114.2200;7139
2019.04.15;114.4500;112.9200;3433
2019.04.16;113.2500;114.5900;6639
2019.04.17;115.0900;114.3800;7141
2019.04.18;114.8300;114.8200;6277
2019.04.22;114.1500;113.5900;5392
2019.04.23;113.5200;114.1400;9568
2019.04.24;114.4500;117.2700;15853
2019.04.25;116.3800;115.0200;10422
2019.04.26;113.2500;114.4500;6831
2019.04.29;114.2500;113.8700;5732
2019.04.30;113.9500;116.2500;9008
2019.05.01;116.5400;114.6900;5321
2019.05.02;114.7200;116.9700;5899
2019.05.03;117.5800;116.9500;6848
2019.05.06;114.1600;114.9300;6797
2019.05.07;113.3600;113.6800;8221
2019.05.08;112.3200;110.5200;11407
2019.05.09;108.7400;110.5500;9821
2019.05.10;110.1100;110.6100;6769
2019.05.13;106.9400;104.2000;14165
2019.05.14;105.1400;106.7400;6793
2019.05.15;105.7800;107.9000;5140
2019.05.16;105.8600;104.6500;17194
